"x"	"y"	"z"	"r"	"g"	"b"	"a"
"3102"	-0.120402	-0.131798	0.553697	107	108	102	255
"3103"	-0.117976	-0.131546	0.549558	110	107	101	255
"3104"	-0.222456	-0.117045	0.527235	106	106	96	255
"3105"	-0.220255	-0.117173	0.526113	93	91	81	255
"3106"	-0.218973	-0.117746	0.529048	126	122	111	255
"3107"	-0.217223	-0.118098	0.529954	104	100	89	255
"3108"	-0.222482	-0.141832	0.705528	170	176	179	255
"3109"	-0.209071	-0.135247	0.645697	162	169	166	255
"3110"	-0.205314	-0.13459	0.637478	101	105	98	255
"3111"	-0.203042	-0.134866	0.637354	123	125	115	255
"3112"	-0.201481	-0.135613	0.641275	127	130	118	255
"3113"	-0.205851	-0.140374	0.679577	127	130	118	255
"3114"	-0.200363	-0.138535	0.661247	114	116	106	255
"3115"	-0.190219	-0.133363	0.614616	83	89	82	255
"3116"	-0.18717	-0.133037	0.609441	129	134	122	255
"3117"	-0.184969	-0.133305	0.60932	112	117	105	255
"3118"	-0.18002	-0.13154	0.592021	109	112	100	255
"3119"	-0.180155	-0.137512	0.635099	114	119	108	255
"3120"	-0.176826	-0.136942	0.627905	90	91	85	255
"3121"	-0.1722	-0.135276	0.611626	113	110	103	255
"3122"	-0.169407	-0.135058	0.607466	111	107	96	255
"3123"	-0.167206	-0.135326	0.607346	112	110	92	255
"3124"	-0.166126	-0.136571	0.6153	112	110	92	255
"3125"	-0.122477	-0.136434	0.573846	69	74	70	255
"3126"	-0.118659	-0.134251	0.554605	116	115	109	255
"3127"	-0.220345	-0.120306	0.534133	103	100	93	255
"3128"	-0.218808	-0.120777	0.536052	73	71	61	255
"3129"	-0.217037	-0.121134	0.536957	70	68	58	255
"3130"	-0.215923	-0.121838	0.540902	93	91	81	255
"3131"	-0.228049	-0.147629	0.733881	183	189	192	255
"3132"	-0.210823	-0.138507	0.653808	176	183	182	255
"3133"	-0.205942	-0.137113	0.639518	135	139	132	255
"3134"	-0.203484	-0.13727	0.638382	122	126	118	255
"3135"	-0.201744	-0.137908	0.641292	123	125	115	255
"3136"	-0.190644	-0.135709	0.615643	111	117	110	255
"3137"	-0.187758	-0.135492	0.611478	102	107	95	255
"3138"	-0.185387	-0.135639	0.610347	109	112	98	255
"3139"	-0.182859	-0.135662	0.608205	108	111	97	255
"3140"	-0.181801	-0.140903	0.644206	88	91	79	255
"3141"	-0.177236	-0.139328	0.628932	105	106	100	255
"3142"	-0.172603	-0.13762	0.612652	104	102	92	255
"3143"	-0.169659	-0.137268	0.607482	106	102	91	255
"3144"	-0.167315	-0.137411	0.606352	109	107	89	255
"3145"	-0.1661	-0.138552	0.613297	106	104	86	255
"3146"	-0.120879	-0.135945	0.553727	102	108	101	255
"3147"	-0.118004	-0.135016	0.544555	123	122	116	255
"3148"	-0.218163	-0.123615	0.541027	88	92	84	255
"3149"	-0.216597	-0.124095	0.542945	97	99	89	255
"3150"	-0.21502	-0.124576	0.544861	80	82	72	255
"3151"	-0.213864	-0.125296	0.548805	86	86	78	255
"3152"	-0.21258	-0.141809	0.66192	166	172	174	255
"3153"	-0.20657	-0.139646	0.641558	167	174	170	255
"3154"	-0.203745	-0.139556	0.638399	106	112	105	255
"3155"	-0.201827	-0.140079	0.640297	125	129	121	255
"3156"	-0.20429	-0.143687	0.667476	127	131	123	255
"3157"	-0.19158	-0.138432	0.619703	109	113	106	255
"3158"	-0.188346	-0.137957	0.613516	119	121	111	255
"3159"	-0.185805	-0.137977	0.611373	115	118	104	255
"3160"	-0.17795	-0.141973	0.631978	115	119	111	255
"3161"	-0.172857	-0.139842	0.612668	107	107	97	255
"3162"	-0.169912	-0.139477	0.607498	106	104	93	255
"3163"	-0.167568	-0.139617	0.606368	101	99	81	255
"3164"	-0.121395	-0.138419	0.556763	112	116	109	255
"3165"	-0.117612	-0.136128	0.537524	89	88	82	255
"3166"	-0.21569	-0.126849	0.546903	122	126	118	255
"3167"	-0.214313	-0.127459	0.549833	102	104	96	255
"3168"	-0.213134	-0.128193	0.553775	84	84	76	255
"3169"	-0.211933	-0.128929	0.557716	87	87	79	255
"3170"	-0.214902	-0.145529	0.673068	181	187	189	255
"3171"	-0.207201	-0.14219	0.643598	161	168	165	255
"3172"	-0.204369	-0.142093	0.640438	168	173	169	255
"3173"	-0.202625	-0.142747	0.643348	131	135	127	255
"3174"	-0.19303	-0.141557	0.626796	112	116	109	255
"3175"	-0.189272	-0.140687	0.617575	110	114	107	255
"3176"	-0.186554	-0.140575	0.614421	120	123	111	255
"3177"	-0.17988	-0.145665	0.643104	117	121	113	255
"3178"	-0.17326	-0.142194	0.613694	102	102	92	255
"3179"	-0.170458	-0.141945	0.609533	111	110	96	255
"3180"	-0.168252	-0.142213	0.609413	104	102	84	255
"3181"	-0.21401	-0.130621	0.55683	86	87	81	255
"3182"	-0.212381	-0.13112	0.558744	109	111	103	255
"3183"	-0.210323	-0.131371	0.558631	86	86	78	255
"3184"	-0.20806	-0.131497	0.557506	77	77	67	255
"3185"	-0.206411	-0.131998	0.559419	90	90	82	255
"3186"	-0.207556	-0.134262	0.575508	96	96	88	255
"3187"	-0.218726	-0.150327	0.692311	117	120	116	255
"3188"	-0.207647	-0.144617	0.644626	170	177	174	255
"3189"	-0.204812	-0.144512	0.641466	157	162	158	255
"3190"	-0.203067	-0.145175	0.644376	126	132	125	255
"3191"	-0.19568	-0.145624	0.640966	100	104	97	255
"3192"	-0.190031	-0.143308	0.620624	116	122	115	255
"3193"	-0.187139	-0.14306	0.616459	107	112	101	255
"3194"	-0.185082	-0.14346	0.617348	112	117	103	255
"3195"	-0.173515	-0.144418	0.61371	114	117	105	255
"3196"	-0.171005	-0.144423	0.611569	105	109	92	255
"3197"	-0.168649	-0.14456	0.610438	105	105	87	255
"3198"	-0.178116	-0.166988	0.768215	105	103	85	255
"3199"	-0.213674	-0.133826	0.563825	113	115	107	255
"3200"	-0.210977	-0.133695	0.560672	119	121	113	255
"3201"	-0.208708	-0.133819	0.559546	93	95	85	255
"3202"	-0.206851	-0.134198	0.560446	80	82	72	255
"3203"	-0.205389	-0.134835	0.563371	96	98	90	255
"3204"	-0.204109	-0.135603	0.567308	101	102	96	255
"3205"	-0.208464	-0.14731	0.647678	180	185	181	255
"3206"	-0.205256	-0.146936	0.642494	157	161	154	255
"3207"	-0.203509	-0.147608	0.645404	122	126	118	255
"3208"	-0.203687	-0.149727	0.659437	122	126	118	255
"3209"	-0.190961	-0.146078	0.624684	113	119	112	255
"3210"	-0.187891	-0.145687	0.619507	112	116	108	255
"3211"	-0.185663	-0.145959	0.619385	108	113	101	255
"3212"	-0.174069	-0.146912	0.615745	104	109	97	255
"3213"	-0.171258	-0.146642	0.611585	107	110	96	255
"3214"	-0.168902	-0.146776	0.610454	112	112	94	255
"3215"	-0.178549	-0.169765	0.769243	101	101	83	255
"3216"	-0.210595	-0.136935	0.567665	113	117	109	255
"3217"	-0.207902	-0.136796	0.564513	75	80	69	255
"3218"	-0.20623	-0.137312	0.566424	82	84	74	255
"3219"	-0.204547	-0.137828	0.568335	89	91	83	255
"3220"	-0.202853	-0.138346	0.570246	85	86	80	255
"3221"	-0.201341	-0.138998	0.573168	89	90	84	255
"3222"	-0.202667	-0.141639	0.591271	104	105	99	255
"3223"	-0.213652	-0.151198	0.661988	89	90	84	255
"3224"	-0.207618	-0.14882	0.641624	130	131	125	255
"3225"	-0.205153	-0.148965	0.640488	178	179	173	255
"3226"	-0.203233	-0.14951	0.642386	134	136	128	255
"3227"	-0.202893	-0.151264	0.653385	120	124	116	255
"3228"	-0.207547	-0.156925	0.693706	120	124	116	255
"3229"	-0.192063	-0.149004	0.629754	119	125	118	255
"3230"	-0.188313	-0.14806	0.620534	95	99	91	255
"3231"	-0.185918	-0.148196	0.619401	108	113	101	255
"3232"	-0.174473	-0.149279	0.616771	128	135	124	255
"3233"	-0.171512	-0.148861	0.611601	106	110	93	255
"3234"	-0.208482	-0.140741	0.576566	78	82	74	255
"3235"	-0.205183	-0.140193	0.570376	99	103	96	255
"3236"	-0.203288	-0.140582	0.571274	128	129	123	255
"3237"	-0.201775	-0.141242	0.574196	88	89	83	255
"3238"	-0.200435	-0.142039	0.578129	70	71	65	255
"3239"	-0.201517	-0.144601	0.595216	74	75	69	255
"3240"	-0.203433	-0.147853	0.617358	86	87	81	255
"3241"	-0.202859	-0.149349	0.626341	125	127	119	255
"3242"	-0.201876	-0.150578	0.633299	138	140	132	255
"3243"	-0.201918	-0.152632	0.646323	136	138	128	255
"3244"	-0.204857	-0.157026	0.676533	138	140	130	255
"3245"	-0.194351	-0.152921	0.641902	72	76	69	255
"3246"	-0.188901	-0.150575	0.622572	104	109	98	255
"3247"	-0.186174	-0.150433	0.619417	110	115	103	255
"3248"	-0.174728	-0.151511	0.616787	93	98	87	255
"3249"	-0.171765	-0.151079	0.611617	105	108	96	255
"3250"	-0.17523	-0.173942	0.75905	84	87	75	255
"3251"	-0.212585	-0.147222	0.606843	119	125	118	255
"3252"	-0.205884	-0.144333	0.583438	121	125	118	255
"3253"	-0.202596	-0.143767	0.577248	132	136	129	255
"3254"	-0.200677	-0.144162	0.578144	119	120	114	255
"3255"	-0.200635	-0.14594	0.58916	94	95	89	255
"3256"	-0.201275	-0.14828	0.60422	81	82	76	255
"3257"	-0.201104	-0.150073	0.615229	76	77	71	255
"3258"	-0.199972	-0.151178	0.621177	95	97	89	255
"3259"	-0.199163	-0.152567	0.629146	135	137	127	255
"3260"	-0.19901	-0.154519	0.641157	148	150	142	255
"3261"	-0.200514	-0.157881	0.663276	146	148	140	255
"3262"	-0.198172	-0.158167	0.663148	117	121	113	255
"3263"	-0.189491	-0.153102	0.62461	123	128	117	255
"3264"	-0.186593	-0.15281	0.620444	106	111	99	255
"3265"	-0.174832	-0.153599	0.615794	96	99	87	255
"3266"	-0.172019	-0.153298	0.611633	105	106	92	255
"3267"	-0.167129	-0.167105	0.693501	128	134	127	255
"3268"	-0.159381	-0.161281	0.651007	114	119	115	255
"3269"	-0.216938	-0.154164	0.639136	117	123	116	255
"3270"	-0.209042	-0.150375	0.609656	134	139	135	255
"3271"	-0.2022	-0.149079	0.59626	91	96	92	255
"3272"	-0.201711	-0.150614	0.605248	131	136	132	255
"3273"	-0.201174	-0.152154	0.614233	146	150	143	255
"3274"	-0.200047	-0.153275	0.620182	138	142	135	255
"3275"	-0.198176	-0.153831	0.622082	99	103	96	255
"3276"	-0.195419	-0.153676	0.618926	79	83	76	255
"3277"	-0.193022	-0.153805	0.617794	96	100	92	255
"3278"	-0.192158	-0.155221	0.625759	112	116	108	255
"3279"	-0.189079	-0.154777	0.620583	105	108	96	255
"3280"	-0.18652	-0.154762	0.618439	109	112	98	255
"3281"	-0.184617	-0.155321	0.620338	111	115	98	255
"3282"	-0.17554	-0.156264	0.61884	92	97	86	255
"3283"	-0.172568	-0.155807	0.613668	109	110	96	255
"3284"	-0.170352	-0.156077	0.613547	106	108	90	255
"3285"	-0.163133	-0.164658	0.66023	123	128	124	255
"3286"	-0.218774	-0.157589	0.647252	98	104	97	255
"3287"	-0.210711	-0.159573	0.652821	81	88	84	255
"3288"	-0.20528	-0.157403	0.635495	109	114	110	255
"3289"	-0.20211	-0.156957	0.630313	142	147	143	255
"3290"	-0.199144	-0.156652	0.626144	111	117	110	255
"3291"	-0.195673	-0.155909	0.618942	189	195	188	255
"3292"	-0.192585	-0.155453	0.613765	68	72	65	255
"3293"	-0.190204	-0.155577	0.612633	63	67	59	255
"3294"	-0.188162	-0.155993	0.613523	82	84	74	255
"3295"	-0.185786	-0.156116	0.612391	130	131	117	255
"3296"	-0.184225	-0.156973	0.616312	131	133	116	255
"3297"	-0.185262	-0.165177	0.666452	105	108	96	255
"3298"	-0.1764	-0.159093	0.622895	107	112	100	255
"3299"	-0.173119	-0.158327	0.615704	110	112	95	255
"3300"	-0.170897	-0.158598	0.615582	111	111	93	255
"3301"	-0.164686	-0.165518	0.652304	117	121	114	255
"3302"	-0.166778	-0.170928	0.686475	117	121	114	255
"3303"	-0.206643	-0.16056	0.641582	92	97	94	255
"3304"	-0.203636	-0.16025	0.637411	139	143	143	255
"3305"	-0.201185	-0.16038	0.636275	216	222	224	255
"3306"	-0.19874	-0.160509	0.635139	216	222	224	255
"3307"	-0.195261	-0.159748	0.627937	149	156	153	255
"3308"	-0.190797	-0.158091	0.614671	97	103	96	255
"3309"	-0.18808	-0.157914	0.611517	94	95	89	255
"3310"	-0.185874	-0.158184	0.611396	84	82	71	255
"3311"	-0.184154	-0.158901	0.614307	93	92	78	255
"3312"	-0.182258	-0.159471	0.616207	146	145	131	255
"3313"	-0.183648	-0.163197	0.639321	151	150	136	255
"3314"	-0.180594	-0.162723	0.634145	138	139	125	255
"3315"	-0.176353	-0.161038	0.620892	116	118	101	255
"3316"	-0.173374	-0.160555	0.61572	108	110	92	255
"3317"	-0.171152	-0.160826	0.615599	108	108	88	255
"3318"	-0.16936	-0.161552	0.618505	112	113	91	255
"3319"	-0.168257	-0.163041	0.626458	117	117	97	255
"3320"	-0.165452	-0.162706	0.622298	115	115	97	255
"3321"	-0.21591	-0.167948	0.678152	120	125	121	255
"3322"	-0.207456	-0.163301	0.644634	112	116	116	255
"3323"	-0.204077	-0.162681	0.638439	130	134	136	255
"3324"	-0.201802	-0.162958	0.638314	208	214	217	255
"3325"	-0.200056	-0.163688	0.641223	218	224	227	255
"3326"	-0.199506	-0.165476	0.65121	218	224	226	255
"3327"	-0.197537	-0.16606	0.653106	135	142	141	255
"3328"	-0.190517	-0.162099	0.624674	99	102	98	255
"3329"	-0.186953	-0.161157	0.616466	115	116	110	255
"3330"	-0.184733	-0.161428	0.616344	113	114	102	255
"3331"	-0.182672	-0.161852	0.617233	96	97	85	255
"3332"	-0.180764	-0.162429	0.619132	79	80	66	255
"3333"	-0.17838	-0.162547	0.618	107	109	92	255
"3334"	-0.175698	-0.162358	0.614848	143	145	127	255
"3335"	-0.173329	-0.162475	0.613717	130	130	110	255
"3336"	-0.171113	-0.162745	0.613595	120	119	95	255
"3337"	-0.169328	-0.163479	0.616502	122	123	99	255
"3338"	-0.167809	-0.164525	0.621428	132	133	111	255
"3339"	-0.208456	-0.166209	0.648697	111	115	115	255
"3340"	-0.204701	-0.165269	0.640478	63	69	71	255
"3341"	-0.202063	-0.165242	0.638331	203	209	212	255
"3342"	-0.200317	-0.16598	0.64124	218	223	229	255
"3343"	-0.200813	-0.168716	0.657294	219	224	230	255
"3344"	-0.210457	-0.179776	0.727939	218	223	229	255
"3345"	-0.197674	-0.170673	0.666137	77	84	83	255
"3346"	-0.189691	-0.165703	0.631643	111	115	108	255
"3347"	-0.186453	-0.16505	0.625456	112	114	106	255
"3348"	-0.183728	-0.164858	0.622301	114	117	103	255
"3349"	-0.181491	-0.165131	0.622179	106	107	93	255
"3350"	-0.178789	-0.164936	0.619026	85	87	69	255
"3351"	-0.176256	-0.164895	0.616884	118	118	98	255
"3352"	-0.173732	-0.164854	0.614742	149	149	129	255
"3353"	-0.17166	-0.165281	0.615631	147	146	124	255
"3354"	-0.169438	-0.165552	0.615509	103	102	78	255
"3355"	-0.210196	-0.169759	0.656808	99	102	99	255
"3356"	-0.205325	-0.167869	0.642518	112	116	118	255
"3357"	-0.202502	-0.167681	0.639358	196	199	203	255
"3358"	-0.200401	-0.168115	0.640245	217	222	228	255
"3359"	-0.200209	-0.170269	0.652255	216	222	225	255
"3360"	-0.212971	-0.184335	0.741101	215	221	224	255
"3361"	-0.190945	-0.168914	0.637724	106	111	107	255
"3362"	-0.187363	-0.167931	0.629514	111	115	108	255
"3363"	-0.185108	-0.168207	0.629391	116	121	109	255
"3364"	-0.183326	-0.168957	0.632298	105	110	96	255
"3365"	-0.181062	-0.169233	0.632174	106	110	93	255
"3366"	-0.177425	-0.168079	0.62296	91	93	75	255
"3367"	-0.174436	-0.167556	0.617788	92	92	72	255
"3368"	-0.172356	-0.167987	0.618676	71	69	49	255
"3369"	-0.212312	-0.173668	0.666943	116	119	115	255
"3370"	-0.205769	-0.17032	0.643546	114	118	118	255
"3371"	-0.203122	-0.170283	0.641398	180	184	186	255
"3372"	-0.201193	-0.170879	0.643296	217	222	228	255
"3373"	-0.200124	-0.172272	0.650249	215	221	224	255
"3374"	-0.210517	-0.184343	0.724942	217	222	228	255
"3375"	-0.192037	-0.171997	0.642794	76	83	80	255
"3376"	-0.188111	-0.170674	0.632563	103	107	100	255
"3377"	-0.185848	-0.17095	0.632439	123	128	116	255
"3378"	-0.184692	-0.172353	0.639387	115	120	106	255
"3379"	-0.183343	-0.1736	0.645323	108	114	97	255
"3380"	-0.178751	-0.171456	0.630047	112	114	96	255
"3381"	-0.175291	-0.170436	0.621844	104	104	86	255
"3382"	-0.173201	-0.170871	0.622731	97	95	75	255
"3383"	-0.176298	-0.19681	0.769145	34	35	23	255
"3384"	-0.206944	-0.17342	0.648621	102	104	104	255
"3385"	-0.203922	-0.173057	0.644449	104	108	110	255
"3386"	-0.201809	-0.173498	0.645335	213	219	222	255
"3387"	-0.200213	-0.174425	0.649254	216	221	227	255
"3388"	-0.208568	-0.184751	0.711816	215	221	224	255
"3389"	-0.192798	-0.174782	0.645843	122	126	126	255
"3390"	-0.188206	-0.17278	0.631568	81	85	78	255
"3391"	-0.186107	-0.17322	0.632455	110	113	99	255
"3392"	-0.184636	-0.174314	0.637383	114	118	101	255
"3393"	-0.183138	-0.175412	0.642309	103	107	89	255
"3394"	-0.178856	-0.173556	0.629053	90	92	72	255
"3395"	-0.175547	-0.172679	0.62186	96	94	76	255
"3396"	-0.173309	-0.172952	0.621737	101	99	81	255
"3397"	-0.171941	-0.174216	0.627673	101	99	81	255
"3398"	-0.174793	-0.197107	0.755042	41	43	33	255
"3399"	-0.172449	-0.197758	0.756917	40	42	34	255
"3400"	-0.207938	-0.176383	0.652685	103	103	101	255
"3401"	-0.204545	-0.175683	0.646489	123	125	127	255
"3402"	-0.202071	-0.175799	0.645352	209	215	218	255
"3403"	-0.200127	-0.176408	0.647248	216	222	225	255
"3404"	-0.202305	-0.180971	0.673411	217	223	226	255
"3405"	-0.194729	-0.178739	0.655968	109	116	115	255
"3406"	-0.188628	-0.175212	0.632595	58	62	54	255
"3407"	-0.186527	-0.175655	0.633482	91	95	78	255
"3408"	-0.184896	-0.176597	0.637399	115	119	101	255
"3409"	-0.1834	-0.177708	0.642326	102	104	84	255
"3410"	-0.179574	-0.176318	0.632099	92	93	71	255
"3411"	-0.176255	-0.175423	0.624906	100	98	78	255
"3412"	-0.173861	-0.17553	0.623773	112	110	90	255
"3413"	-0.17249	-0.176811	0.629708	110	108	90	255
"3414"	-0.177159	-0.198712	0.751167	56	57	45	255
"3415"	-0.173927	-0.198178	0.745982	40	42	34	255
"3416"	-0.171353	-0.198491	0.745841	37	38	32	255
"3417"	-0.209302	-0.179699	0.658772	91	94	90	255
"3418"	-0.205168	-0.178319	0.648528	69	72	69	255
"3419"	-0.202511	-0.178267	0.64638	114	117	114	255
"3420"	-0.200565	-0.178882	0.648276	223	227	227	255
"3421"	-0.199643	-0.180502	0.656239	219	223	223	255
"3422"	-0.195329	-0.181406	0.658006	29	35	28	255
"3423"	-0.188887	-0.177481	0.632612	43	48	36	255
"3424"	-0.186785	-0.177927	0.633498	91	95	77	255
"3425"	-0.185156	-0.178879	0.637416	114	119	98	255
"3426"	-0.183661	-0.180004	0.642342	106	109	87	255
"3427"	-0.18014	-0.178926	0.634136	91	92	70	255
"3428"	-0.176662	-0.177843	0.625932	88	86	66	255
"3429"	-0.174265	-0.177947	0.624799	108	106	88	255
"3430"	-0.172602	-0.178904	0.628715	112	110	92	255
"3431"	-0.176496	-0.186532	0.672	112	110	92	255
"3432"	-0.175776	-0.202825	0.758106	34	42	35	255
"3433"	-0.174313	-0.204699	0.767041	31	38	34	255
"3434"	-0.213056	-0.185241	0.678011	38	42	35	255
"3435"	-0.205612	-0.180797	0.649557	40	41	35	255
"3436"	-0.202951	-0.18074	0.647408	42	43	37	255
"3437"	-0.201003	-0.18136	0.649304	199	203	196	255
"3438"	-0.199735	-0.182662	0.655245	182	188	181	255
"3439"	-0.204391	-0.189933	0.696569	182	188	181	255
"3440"	-0.194255	-0.182376	0.649936	34	40	32	255
"3441"	-0.189475	-0.180092	0.634649	43	46	32	255
"3442"	-0.187206	-0.180369	0.634525	89	91	73	255
"3443"	-0.185416	-0.181161	0.637432	120	122	102	255
"3444"	-0.183766	-0.182128	0.641349	113	114	92	255
"3445"	-0.180708	-0.181545	0.636173	97	96	74	255
"3446"	-0.177524	-0.180787	0.629988	82	81	59	255
"3447"	-0.174968	-0.180716	0.627845	112	110	92	255
"3448"	-0.173298	-0.181685	0.63176	113	113	95	255
"3449"	-0.17605	-0.18804	0.66697	113	113	95	255
"3450"	-0.215166	-0.189342	0.688146	41	46	35	255
"3451"	-0.2066	-0.183796	0.65362	44	46	38	255
"3452"	-0.203749	-0.183562	0.650459	41	43	35	255
"3453"	-0.201618	-0.184017	0.651344	105	107	97	255
"3454"	-0.200173	-0.185163	0.656273	117	121	113	255
"3455"	-0.201088	-0.188735	0.675355	125	129	121	255
"3456"	-0.194854	-0.185037	0.651975	34	41	30	255
"3457"	-0.189899	-0.18254	0.635676	36	41	29	255
"3458"	-0.187465	-0.182643	0.634541	68	72	54	255
"3459"	-0.185356	-0.183095	0.635428	111	113	95	255
"3460"	-0.183556	-0.183896	0.638334	109	111	91	255
"3461"	-0.180967	-0.183824	0.636189	110	113	91	255
"3462"	-0.177782	-0.18305	0.630005	81	81	61	255
"3463"	-0.175374	-0.18315	0.628871	111	113	95	255
"3464"	-0.173996	-0.184482	0.634806	112	113	99	255
"3465"	-0.217651	-0.193845	0.700305	37	44	33	255
"3466"	-0.207227	-0.186466	0.65566	40	44	36	255
"3467"	-0.204191	-0.186051	0.651487	44	48	40	255
"3468"	-0.201881	-0.186333	0.65136	89	94	83	255
"3469"	-0.200265	-0.187317	0.655278	127	132	121	255
"3470"	-0.200335	-0.190062	0.669306	130	136	128	255
"3471"	-0.197976	-0.19035	0.669177	122	128	120	255
"3472"	-0.190985	-0.185698	0.640747	67	73	65	255
"3473"	-0.187887	-0.185093	0.635568	110	115	101	255
"3474"	-0.185616	-0.185371	0.635444	114	118	100	255
"3475"	-0.183816	-0.18618	0.638351	112	115	91	255
"3476"	-0.181382	-0.186281	0.637216	118	121	99	255
"3477"	-0.178344	-0.185669	0.632041	91	94	72	255
"3478"	-0.17608	-0.185945	0.631917	122	124	106	255
"3479"	-0.223094	-0.201241	0.728653	39	45	37	255
"3480"	-0.208401	-0.189679	0.660735	35	41	34	255
"3481"	-0.204813	-0.188722	0.653526	36	42	35	255
"3482"	-0.202145	-0.188649	0.651377	102	108	100	255
"3483"	-0.200356	-0.189466	0.654284	122	128	120	255
"3484"	-0.19992	-0.191712	0.665279	125	131	124	255
"3485"	-0.205823	-0.20076	0.714685	122	128	121	255
"3486"	-0.1934	-0.190316	0.653903	154	162	155	255
"3487"	-0.188635	-0.187908	0.638617	156	161	158	255
"3488"	-0.185875	-0.187647	0.63546	152	157	143	255
"3489"	-0.183761	-0.188104	0.636346	116	120	102	255
"3490"	-0.181486	-0.188382	0.636222	137	140	116	255
"3491"	-0.178907	-0.188298	0.634077	129	132	110	255
"3492"	-0.177236	-0.1893	0.637992	129	131	113	255
"3493"	-0.1776	-0.192844	0.656043	130	132	114	255
"3494"	-0.212127	-0.195436	0.679973	144	152	151	255
"3495"	-0.205436	-0.191403	0.655566	159	167	164	255
"3496"	-0.202585	-0.191145	0.652405	145	152	148	255
"3497"	-0.200621	-0.19179	0.654301	121	129	122	255
"3498"	-0.201044	-0.194972	0.670351	115	123	116	255
"3499"	-0.190202	-0.191648	0.646718	155	162	161	255
"3500"	-0.186455	-0.190287	0.637498	151	159	152	255
"3501"	-0.18402	-0.190383	0.636363	108	115	103	255
"3502"	-0.181746	-0.19066	0.636238	138	145	116	255
"3503"	-0.179624	-0.191122	0.637124	135	138	114	255
"3504"	-0.178096	-0.192319	0.642049	128	131	107	255
"3505"	-0.178602	-0.196096	0.661109	133	135	115	255
"3506"	-0.206959	-0.19501	0.662664	152	161	163	255
"3507"	-0.203203	-0.19383	0.654444	164	171	168	255
"3508"	-0.200885	-0.194114	0.654317	118	126	119	255
"3509"	-0.194065	-0.198019	0.668969	162	169	168	255
"3510"	-0.18752	-0.193494	0.642567	142	147	153	255
"3511"	-0.184438	-0.192846	0.637389	118	124	116	255
"3512"	-0.18185	-0.192753	0.635244	111	117	91	255
"3513"	-0.179884	-0.193402	0.63714	92	96	70	255
"3514"	-0.178658	-0.194986	0.644085	94	98	72	255
"3515"	-0.181821	-0.202177	0.681321	101	104	82	255
"3516"	-0.203645	-0.19634	0.655472	168	175	174	255
"3517"	-0.200975	-0.196251	0.653323	141	148	144	255
"3518"	-0.199691	-0.197653	0.659263	123	129	122	255
"3519"	-0.189071	-0.19729	0.650668	155	162	158	255
"3520"	-0.185332	-0.195879	0.641448	123	129	131	255
"3521"	-0.182421	-0.195405	0.637281	87	93	67	255
"3522"	-0.180143	-0.195683	0.637157	89	93	67	255
"3523"	-0.178619	-0.196907	0.642082	103	106	74	255
"3524"	-0.183129	-0.205902	0.688407	93	95	67	255
"3525"	-0.20462	-0.19942	0.659535	148	155	157	255
"3526"	-0.201589	-0.198949	0.655362	131	138	135	255
"3527"	-0.19944	-0.199422	0.656246	119	123	116	255
"3528"	-0.190142	-0.200558	0.655737	158	166	159	255
"3529"	-0.18607	-0.198743	0.644495	124	131	128	255
"3530"	-0.182993	-0.198068	0.639318	97	103	77	255
"3531"	-0.180557	-0.198155	0.638183	101	107	72	255
"3532"	-0.179181	-0.199584	0.644118	113	116	85	255
"3533"	-0.20542	-0.20233	0.662586	156	165	170	255
"3534"	-0.202204	-0.201658	0.657401	153	160	159	255
"3535"	-0.199705	-0.20175	0.656263	125	131	124	255
"3536"	-0.19874	-0.203572	0.664224	127	131	124	255
"3537"	-0.202081	-0.210406	0.698465	127	131	124	255
"3538"	-0.200467	-0.211668	0.703385	148	152	144	255
"3539"	-0.190569	-0.20308	0.656764	152	158	150	255
"3540"	-0.186331	-0.201042	0.644512	127	132	120	255
"3541"	-0.183566	-0.200741	0.641355	103	107	81	255
"3542"	-0.181124	-0.200826	0.64022	101	103	77	255
"3543"	-0.179897	-0.202467	0.647164	112	114	88	255
"3544"	-0.208004	-0.207195	0.675752	150	161	166	255
"3545"	-0.202996	-0.204572	0.660452	152	159	161	255
"3546"	-0.200143	-0.204273	0.657291	133	140	137	255
"3547"	-0.198497	-0.205337	0.661207	122	128	121	255
"3548"	-0.19817	-0.207966	0.67321	118	122	114	255
"3549"	-0.195635	-0.20806	0.67207	115	119	111	255
"3550"	-0.190997	-0.205606	0.657792	145	150	139	255
"3551"	-0.186912	-0.203733	0.646549	119	124	110	255
"3552"	-0.184297	-0.203621	0.644403	103	103	83	255
"3553"	-0.181847	-0.203704	0.643267	106	107	85	255
"3554"	-0.180614	-0.205365	0.650211	116	115	91	255
"3555"	-0.213097	-0.214883	0.703079	149	160	165	255
"3556"	-0.204669	-0.208486	0.66856	163	170	173	255
"3557"	-0.200928	-0.207195	0.660341	150	157	156	255
"3558"	-0.198593	-0.207481	0.660213	106	112	105	255
"3559"	-0.19693	-0.208558	0.664129	95	101	93	255
"3560"	-0.194253	-0.208448	0.661979	102	107	96	255
"3561"	-0.191263	-0.20794	0.657808	135	140	128	255
"3562"	-0.187494	-0.206434	0.648587	127	131	114	255
"3563"	-0.184873	-0.206317	0.64644	102	102	82	255
"3564"	-0.182109	-0.206	0.643283	116	115	93	255
"3565"	-0.181333	-0.208279	0.653258	115	114	92	255
"3566"	-0.209519	-0.216036	0.694872	145	154	159	255
